Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational
04037W4,3648,06/06/2014,Zond (UK) Ltd (Enron Wind Overseas Development),Mynydd y Gwynt Wind Farm,Wind Onshore,89.1,n/a,,,,3.3,27,,n/a,Planning Application Withdrawn,Application Withdrawn,"Mynydd y Gwynt, Lllangurig, Llanidloes, Powys",Powys,Wales,Wales,,"283,850","284,250",DECC (S36),S36,,,,,,24/04/2014,22/05/2014,,,,,,,,,,,,
10035W4,3660,06/11/2013,John Laing,Penrhys Wind Farm/Ferndale Power Factory,Wind Onshore,6.4,n/a,,,,0.8,8,,n/a,Operational,Operational,"PenrhysRhonddaMid Glamorgan",Mid Glamorgan,Wales,Wales,,"299,700","195,700",Rhondda Cynon Taff County Borough Council,03/0226,App/L6940/A/04/754,,,,,11/02/2003,,09/01/2004,,,,01/03/2005,01/03/2005,,,,,01/04/2010,08/06/2011
A0001,3663,26/10/2016,Renewable Energy Systems (RES),Llanbrynmair Wind Farm,Wind Onshore,69,n/a,,,,2.3,30,,n/a,Planning Application Submitted,Application Submitted,"Llanbrynmair , Powys",Powys,Wales,Wales,SY19 7,"293,294","308,952",DECC (S36),n/a,,,,42368,,09/01/2009,,,,,,,,,,,,,
A0157,3687,03/11/2015,Acciona Energy,Cemmaes 3 Wind Farm,Wind Onshore,24,n/a,,,,2.3,12,,n/a,Appeal Withdrawn,Application Refused,"east of Cwm Llinau on Mynydd Y Cemmaes ,AES, Llanbrynmair, Powys",Powys,Wales,Wales,SY19,"289,301","299,128",Powys County Council,P/2008/0249,,,,,,29/02/2008,,22/01/2013,04/03/2014,22/10/2015,,,,,,,,,
A0225,3695,31/07/2017,RWE Npower Renewables,Brechfa Forest West,Wind Onshore,57.4,n/a,,,,2.05,28,,n/a,Under Construction,Under Construction,"centred around the Afon Pib Valley, east of Alltwalis and the second area around Banc Llywelau, south of Rhydcymerau.",Dyfed,Wales,Wales,,"254,202","231,259",The Planning Inspectorate - National Infrastructure,P2011/0085,,,,,,04/11/2011,,,,,,,12/03/2013,,,,,24/11/2016,
A0272,3705,24/08/2015,Pennant Walters,Mynydd Bwllfa Wind Farm - Resubmission,Wind Onshore,22.5,n/a,,,,2.5,9,,n/a,Operational,Operational,South of Hirwaun,Mid Glamorgan,Wales,Wales,,"295,787","202,855",Rhondda Cynon Taff County Borough Council,09/0393/10,A/11/2161275 AP.1030,,,,,05/05/2009,,18/05/2011,,,,01/06/2012,01/06/2012,,,,,01/02/2014,08/05/2015
A0280,3706,22/08/2012,Novera Energy,Mynydd Clogau Wind Farm - Extension,Wind Onshore,16,n/a,,,,0.85,19,,n/a,Planning Application Withdrawn,Application Withdrawn,"Mynydd Clogau, Mynydd Bwrch-y-gors and Mynydd Cerrigllwydion, near Adfa, Newtown, Powys",Powys,Wales,Wales,,"303,300","298,800",Powys County Council,P/2008/0450,,,,,,10/03/2008,18/06/2012,,,,,,,,,,,,
A0281,3707,31/05/2017,Belltown Power,Tirgwynt,Wind Onshore,24.6,n/a,,,,2.05,12,,n/a,Operational,Operational,"Mynydd yr Hendre & Mynydd Pistyll Du Near Carno, Powys",Powys,Wales,Wales,,"299,943","302,442",Powys County Council,M/2007/0931,,,,,,24/09/2007,,,,,,,12/10/2010,,,,,24/12/2015,15/02/2017
A0282,3708,24/01/2012,Pennant Wind Energy Ventures (PWEV) and Eco2,Pendragon Fach Wind Farm,Wind Onshore,5.2,n/a,,,,1.3,4,,n/a,Appeal Refused,Application Refused,Mynydd James to the east of Blaina and north of Cwmtillery,Gwent,Wales,Wales,,"321,585","207,912",Blaenau Gwent County Borough Council,2006/0380,,,,,,12/06/2006,,01/04/2010,,,01/04/2010,,,,,,,,
A0286,3710,07/03/2012,Acciona Energy,Waun Garno,Wind Onshore,16.5,n/a,,,,1.5,11,,n/a,Planning Permission Refused,Application Refused,"Land at Waun Garno Llawr y Glyn, Trefeglwys, Caersws, Powys",Powys,Wales,Wales,,"295,457","293,336",Powys County Council,P/2008/0532,,,,,,09/04/2008,,06/03/2012,,,,,,,,,,,
A0287,3711,31/05/2017,Renewables Infrastructure Group (TRIG),Garreg Lwyd,Wind Onshore,46,n/a,,,,2,23,137,n/a,Operational,Operational,"Garreg Lwyd Hill Between Felindre & Llanbadarn Fynydd, Llandrindod Wells, Powys",Powys,Wales,Wales,LD1 6YF,"312,758","280,228",Powys County Council,P/2008/0785,APP/T6850/A/13/2209593,,,,,27/05/2008,,05/09/2013,04/03/2014,,,14/05/2015,14/05/2015,,,,,11/01/2016,22/02/2017
A0404,3726,31/03/2014,Resonance ,Oakdale Business Park,Wind Onshore,4,n/a,,,,2,2,,n/a,Operational,Operational,"Blackwood, Gwent",Gwent,Wales,Wales,,"319,119","199,334",Caerphilly County Borough Council,11/0552/FULL,,,,,,18/07/2011,,,,,,,06/10/2011,,,,,23/08/2013,24/12/2013
A0415,3729,02/04/2012,Windpower Wales,Llys Dymper,Wind Onshore,49.5,n/a,,,,2.94,17,,n/a,Planning Application Withdrawn,Application Withdrawn,"on the Hiraethog Moor, to the south of Gwytherin and the west of Llansannan",Clwyd,Wales,Wales,,"288,420","358,757",Conwy County Borough Council,0/37722,,,,,,07/03/2011,29/09/2011,,,,,,,,,,,,
AA213,3790,31/05/2016,Renewable Energy Systems (RES),Bryn Llywelyn,Wind Onshore,48.3,n/a,,,,2.3,21,,n/a,Appeal Lodged,Application Refused,"Llanllwni, Carmarthenshire, SA39 9ED",Carmarthenshire,Wales,Wales,,"251,901","236,695",Carmarthenshire County Council,E/23947,APP/M6825/A/16/3149642,,,,,14/12/2010,,18/12/2012,29/04/2016,,,,,,,,,,
AA529,3830,20/09/2013,Mr Keith Bellis,Bedlinog Wind Farm,Wind Onshore,6,n/a,,,,2,3,,n/a,Planning Application Withdrawn,Application Withdrawn,"LAND AT BEDLINOG FARM, BEDLINOG CF46 6SN",Mid Glamorgan,Wales,Wales,,"310,232","202,385",Rhondda Cynon Taff County Borough Council,11/1150/03,,,,,,22/09/2011,11/09/2013,,,,,,,,,,,,
AA577,3834,06/02/2013,Npower Renewables,Fforch Nest Wind Farm,Wind Onshore,16,n/a,,,,2.6,6,,n/a,Abandoned,Abandoned,"land north of glynogwr, Blackmill, Bridgend",Mid Glamorgan,Wales,Wales,,"296,600","191,300",Rhondda Cynon Taff County Borough Council,06/1688/03,,,,,,23/08/2006,,,,,,,25/08/2009,,,,,,
AA706,3848,09/12/2015,Windpower Wales,Llys Dymper Wind Farm Resubmission,Wind Onshore,23,n/a,,,,2.3,10,,n/a,Appeal Withdrawn,Application Refused,"Land at Llys Dymper, Gwytherin, Llanrwst, Conwy",Clwyd,Wales,Wales,,"288,420","358,757",Conwy County Borough Council,0/38695,APP/T6905/A/14/2228788,,,,,16/02/2012,,09/04/2014,23/01/2015,09/03/2015,,,,,,,,,
B0014,3856,10/05/2013,Airvolution Energy,Ystgellog Farm Wind Farm ,Wind Onshore,4.6,n/a,,,,2.3,2,,n/a,Operational,Operational,"Ysgellog Farm, Rhosgoch, Builth Wells, Powys, LD2",Gwynedd,Wales,Wales,,"240,490","391,238",Isle of Anglesey County Council,11C557B,,,,,,24/10/2010,,,,,,,21/06/2011,,,,,05/10/2012,30/04/2013
B0148,3865,27/02/2014,REG Windpower,Pentre Tump - Resubmission,Wind Onshore,4.5,n/a,,,,1.5,3,,n/a,Appeal Refused,Application Refused,"Radnor, Presteigne, Powys. LD8",Powys,Wales,Wales,,"319,500","257,500",Powys County Council,P/2012/0779,,,,,,13/07/2012,,13/12/2012,,,28/01/2014,,,,,,,,
B0436,3887,18/07/2017,Welsh Water,Nash Waste Water Treatment Works Turbine,Wind Onshore,2.5,n/a,,,,2.5,1,,n/a,Operational,Operational,"West Nash Road, Nash NP18 2YH",Gwent,Wales,Wales,,"333,598","184,016",Newport City Council,11/1287,,,,,,08/12/2011,,,,,,,04/07/2012,,,,,07/02/2017,15/03/2017
B0681,3896,04/01/2016,Awel Aman Tawe,Mynydd Y Gwrhyd Windfarm (resubmission),Wind Onshore,4.7,n/a,,,,2.35,2,,n/a,Operational,Operational,Mynydd Y Gwrhyd,West Glamorgan,Wales,Wales,,"272,659","210,474",Neath Port Talbot County Borough Council,P2010/1225,,,,,,10/12/2010,,,,,,,21/03/2013,,,,,14/03/2016,20/12/2016
B0718,3900,05/10/2015,Airvolution Energy,Hafod-y-Dafal,Wind Onshore,4,n/a,,,,2,2,,n/a,Appeal Refused,Application Refused,"Near Cwm, Blaenau Gwent",Gwent,Wales,Wales,,"319,898","204,044",Blaenau Gwent County Borough Council,C/2013/0295,APP/X6910/A/15/2230097,,,,,01/10/2013,,30/07/2014,04/03/2015,,23/09/2015,,,,,,,,
B0992,3903,01/09/2016,West Coast Energy,Braint Wind Farm,Wind Onshore,2.6,n/a,,,,0.85,3,,n/a,Planning Permission Refused,Application Refused,"On Land At Bryn Eryr Uchaf, Porthaethwy, Menai Bridge, Gwynedd",Gwynedd,Wales,Wales,LL59 5SA,"253,066","375,343",Isle of Anglesey County Council,41C125B/EIA/RE,,,,,,14/08/2013,,27/07/2015,,,,,,,,,,,
B1014,3904,03/10/2016,Renewable Energy Partnerships Ltd,Newton Down,Wind Onshore,5,n/a,,,,2,2,,n/a,Operational,Operational,Bridgend,Mid Glamorgan,Wales,Wales,,"284,252","179,465",Bridgend County Borough Council,P/12/368/FUL,,,,,,18/05/2012,,13/07/2012,,,,24/05/2013,24/05/2013,,,,,07/04/2016,29/09/2016
EN00114,3931,23/08/2012,FIM Services,Mynydd Portref,Wind Onshore,9.4,n/a,,,,0.85,11,,n/a,Operational,Operational,"N of Brynna, E of existing Taff Ely Wind Farm",Mid Glamorgan,Wales,Wales,,"298,897","185,178",Rhondda Cynon Taff County Borough Council,06/1325,,,,,,26/06/2006,,,,,,,01/07/2008,,,,,,26/03/2012
EN00117,3932,05/06/2013,Pennant Walters,Fforch Nest Wind Farm pt2,Wind Onshore,17.5,n/a,,,,2.5,7,,n/a,Operational,Operational,"Mynydd Maesteg and Mynydd Pwllyrhebog, Ogmore and Rhondda Valleys",Mid Glamorgan,Wales,Wales,,"296,500","190,800",Rhondda Cynon Taff County Borough Council,06/1842/10,,,,,,31/03/2006,,,,,,,04/05/2011,,,,,30/10/2011,24/05/2013
EN00172,3939,04/09/2013,Nuon,Mynydd Waun Fawr Wind Farm,Wind Onshore,37.5,n/a,,,,2.5,15,,n/a,Planning Application Withdrawn,Application Withdrawn,"South of Llanerfyl, Powys",Powys,Wales,Wales,,"301,500","305,000",Powys County Council,M/2007/0972,,,,,,08/10/2007,16/07/2013,,,,,,,,,,,,
EN00183,3940,14/09/2015,Vattenfall,Llanbadarn Fynydd Wind Farm,Wind Onshore,51,n/a,,,,3,17,,n/a,Planning Permission Refused,Application Refused,"2.5km North of Llanbadarn Fynydd, Powys",Powys,Wales,Wales,,"309,500","282,000",DECC (S36),n/a,,,,,,03/12/2007,,07/09/2015,,,,,,,,,,,
EN00250,3949,06/11/2012,Eco2,Fochriw Wind,Wind Onshore,1.7,n/a,,,,0.85,2,,n/a,Planning Application Withdrawn,Application Withdrawn,"Land At Dismantled Railway, Adjacent Gelligaer Common, Fochriw, Bargoed",Mid Glamorgan,Wales,Wales,,"309,940","204,475",Merthyr Tydfil County Borough Council,P/05/1706,,,,,,19/12/2005,19/02/2007,,,,,,,,,,,,
EN00352,3956,05/06/2013,Pennant Walters,Fforch Nest Wind Farm pt1,Wind Onshore,10,n/a,,,,2.5,4,,n/a,Operational,Operational,Land North of Glynogwr,Mid Glamorgan,Wales,Wales,,"296,600","191,300",Bridgend County Borough Council,P/06/1080/FUL,,,,,,31/08/2006,,,,,,,04/05/2011,,,,,30/10/2011,24/05/2013
EN00508,3974,21/01/2014,Acciona Energy UK Ltd,Dulais Valley,Wind Onshore,13.5,n/a,,,,1.5,9,,n/a,Planning Permission Refused,Application Refused,"Farmland based at Hirfynydd, which is situated east of Crynant and south of Seven Sisters",West Glamorgan,Wales,Wales,,"282,243","205,558",Neath Port Talbot County Borough Council,P2008/0024,,,,,,01/06/2007,,12/11/2013,,,,,,,,,,,
EN00510,3975,17/12/2015,AGR Renewables,Derwydd Bach Wind Farm,Wind Onshore,23,n/a,,,,2.3,10,,n/a,Abandoned,Abandoned,"Melin-Y-Wig, Corwe, Denbighshire",Clwyd,Wales,Wales,,"302,996","349,751",Denbighshire County Council,04/2007/0964,,,,,,20/07/2007,,,,,,,21/07/2011,,,,,,
EN00552,3983,16/06/2017,CeltPower Ltd (Scottish Power/Eurus Energy),Llandinam Windfarm Repowering and Extension,Wind Onshore,102,n/a,,,,3,34,,n/a,Planning Permission Granted,Awaiting Construction,"10km south of Newtown,",Powys,Wales,Wales,,"303,400","284,070",DECC (S36),n/a,,,,,,08/05/2008,,,,,,,07/09/2015,,,,,,
EN00611,3989,26/10/2016,Npower Renewables,Carnedd Wen Wind Farm,Wind Onshore,150,n/a,,,,3,50,,n/a,Planning Application Submitted,Application Submitted,"Llanbrynmair ForestTAN 8 Strategic Search Area B",Powys,Wales,Wales,,"293,295","308,953",DECC (S36),n/a,,,,42368,,11/12/2008,,,,,,,,,,,,,
EN00624,3991,14/09/2015,Fferm Wynt Llaithddu Cyf,Fferm Wynt Llaithddu Cyf,Wind Onshore,66.7,n/a,,,,2.3,29,,n/a,Planning Permission Refused,Application Refused,"Llaithddu, Powys",Powys,Wales,Wales,,"304,160","279,920",DECC (S36),n/a,,,,,,07/05/2008,,07/09/2015,,,,,,,,,,,
IF1136,3997,30/11/2016,AGR Group,Great House Farm,Wind Onshore,3,n/a,,,,1.5,2,,n/a,Planning Application Withdrawn,Application Withdrawn,"Near Great House Farm, Undy, Usk, Gwent",Gwent,Wales,Wales,NP26 3EN,"345,084","186,873",Monmouthshire County Council,DC/2012/00931,,,,,,31/10/2012,17/11/2016,,,,,,,,,,,,
N00230W,4022,08/10/2013,REG Windpower (previously Cornwall Light and Power),Braich Ddu,Wind Onshore,3.9,n/a,,,,1.3,3,,n/a,Operational,Operational,"Braich Ddu, Glanrafon Y Bala, Gwynedd",Gwynedd,Wales,Wales,,"267,500","301,500",Gwynedd Council,C04M/0038/04/MW,,,,,,11/03/2004,,,,,,,13/09/2004,,,,,,31/08/2007
N00328W,4039,03/06/2013,Pennant Wind Energy Ventures (PWEV),Pant y wal,Wind Onshore,25,n/a,,,,2.5,10,115,n/a,Operational,Operational,"Mynydd Maesteg, Mynydd Pwlle yr Helog, Ogmore Vale, Rhondda Valley",Mid Glamorgan,Wales,Wales,,"295,886","191,521",Bridgend County Borough Council,P/06/417/FUL,,,,,,31/03/2006,,26/04/2006,,,,04/05/2011,04/05/2011,,,,,01/04/2012,01/06/2013
N00560W,4061,08/10/2013,ESB (Cambrian Renewable Energy Ltd / Betws Common Holdings Ltd),Mynydd y Betws,Wind Onshore,37.5,n/a,,,,2.5,15,,n/a,Operational,Operational,"Mynydd y Betws, Betws, Ammanford",Dyfed,Wales,Wales,,"267,000","210,000",Carmarthenshire County Council,E/10446,,,,,,22/06/2005,,,,,,,17/06/2007,,,,,01/01/2012,01/04/2013
A0255,4064,18/08/2015,Vattenfall,Nant Bach Re-submission,Wind Onshore,27.5,n/a,,,,2.5,11,,n/a,Abandoned,Abandoned,"Mwdwl Eithin near Llanfihangel Glyn Myfyr, Conwy",Gwynedd,Wales,Wales,,"282,500","368,500",Conwy County Borough Council,0/35170,,,,,,12/07/2008,,,,,,,11/03/2009,,,,,,
A0160,4082,31/05/2016,Wind Power Wales,Brenig Wind Farm,Wind Onshore,40,n/a,,,45,2.5,16,,n/a,Abandoned,Abandoned,"Denbigh Moors, Denbigh, Clwyd. LL16",Denbighshire,Wales,Wales,,"304,304","366,301",Denbighshire County Council,25/2007/0565,,,,,,26/04/2007,,,,,,,23/01/2008,,,,,,
B0288,4089,03/07/2014,Wind Direct,Kingspan Factory Wind Turbines,Wind Onshore,5,n/a,,,,2.5,2,,n/a,Planning Permission Refused,Application Refused,"Kingspan Limited, 2-4 Greenfield Business Park 2, Ba, Greenfield, Holywell, CH8 7GJ",Clwyd,Wales,Wales,,"320,282","377,547",Flintshire County Council,49300,,,,,,19/12/2011,,07/11/2013,,,,,,,,,,,
EN00113,4138,26/06/2014,Greencoat UK Wind,Maerdy,Wind Onshore,24,n/a,,,,3,8,,n/a,Operational,Operational,"land NW of Maerdy and NE of Treherbert, Rhigos",Mid Glamorgan,Wales,Wales,CF44 9UF,"295,189","200,983",Rhondda Cynon Taff County Borough Council,11/0198/10,,,,,,01/09/2006,,,,,,,10/02/2008,,,,,09/07/2012,31/08/2013
AA385,4172,21/04/2017,RWE Npower Renewables,Headwind Taff Ely Wind Farm (Repowering),Wind Onshore,17.5,n/a,,,,2.5,7,,n/a,Planning Permission Granted,Awaiting Construction,10 kilometres (km) north east of Bridgend,Mid Glamorgan,Wales,Wales,,"298,257","186,256",Rhondda Cynon Taff County Borough Council,11/1468/10,,,,,,23/12/2011,,,,,,,23/04/2013,,,,,,
AA598,4181,28/07/2014,Nuon UK,Hirddywel,Wind Onshore,27,n/a,,,,3,9,,n/a,Planning Application Submitted,Application Submitted,"6.5km to south east of Llanidloes,Powys",Powys,Wales,Wales,,"301,261","280,542",Powys County Council,P/2010/0650,,,,,,25/06/2010,,,,,,,,,,,,,
AA661,4183,01/02/2016,RWE Npower Renewables,Neuadd Goch Bank Wind Farm,Wind Onshore,27,n/a,,,,3,9,,n/a,Appeal Lodged,Application Refused,"Dolfor, Newtown Powys",Powys,Wales,Wales,,"308,665","284,309",Powys County Council,P/2012/0040,APP/T6850/A/14/2217488,,,,,27/01/2012,,14/07/2014,22/04/2014,,,,,,,,,,
B0328,4193,18/04/2017,REG Windpower,Mynydd Brombil Wind Farm,Wind Onshore,8,n/a,,,,2,4,,n/a,Operational,Operational,"Brombil, Port Talbot",Neath Port Talbot,Wales,Wales,,"279,141","188,569",Neath Port Talbot County Borough Council,P2012/0638,APP/Y6930/A/14/2226525,,,,,29/08/2012,,,07/01/2015,,,08/07/2015,08/07/2015,,,,08/07/2020,01/02/2016,15/01/2017
B0330,4194,18/04/2017,REG Windpower,Mynydd Portref Wind Farm extension,Wind Onshore,12,n/a,,,,2,6,,n/a,Operational,Operational,,Mid Glamorgan,Wales,Wales,,"299,608","185,606",Rhondda Cynon Taff County Borough Council,12/0704/10,,,,,,29/06/2012,,,,,,,19/12/2014,,,,,11/04/2016,01/03/2017
B0535,4196,29/05/2015,Renewable Energy Systems Ltd (RES),Longlands Lane,Wind Onshore,1.5,n/a,,,,1.5,1,,n/a,Operational,Operational,"Longlands Lane, Margam, nr junction 38 of the M4.",Gwent,Wales,Wales,,"278,940","186,385",Newport City Council,12/1001,,,,,,30/10/2012,,,,,,,06/11/2013,,,,,30/09/2014,01/12/2014
B0635,4198,21/07/2017,REG Windpower,Abergorki Wind Farm,Wind Onshore,9,n/a,,,,3,3,,n/a,Planning Permission Granted,Awaiting Construction,"Craig yr Aber, Land North-East of Ffoch-orky, Treorchy, Rhondda Cynon Taf",Mid Glamorgan,Wales,Wales,CF42 6TF,"296,106","199,051",Rhondda Cynon Taff County Borough Council,13/0663/10,,,,,,27/06/2013,,,,,,,23/07/2015,,,,,,
B0452,4231,05/02/2015,RES,Mynydd Marchywel Wind Farm,Wind Onshore,10,n/a,,,,2,5,,n/a,Appeal Refused,Application Refused,between Rhos and Crynant,West Glamorgan,Wales,Wales,,"276,783","203,988",Neath Port Talbot County Borough Council,P2012/0999,APP/Y6930/A/14/2215628,,,,,06/12/2012,,18/02/2014,08/07/2014,,02/01/2015,,,,,,,,
B0897,4275,04/05/2017,Rhoscrowther Windfarm Ltd - rhoscrowtherwindfarm@lexcomm.co.uk,Rhoscrowther Wind Farm,Wind Onshore,11.5,n/a,,,,2.05,5,,n/a,Appeal Refused,Application Refused,near the Valero oil refinery south of Milford Haven,Dyfed,Wales,Wales,,"190,930","202,471",Pembrokeshire County Council,13/0876/PA,APP/N6845/A/15/3025045,,,,,31/01/2014,,21/01/2015,09/07/2015,,04/02/2016,,,,,,,,
B1305,4288,04/11/2015,Pennant Walters,Bodelith Isaf Wind Turbines,Wind Onshore,5,n/a,,,,2.5,2,,n/a,Planning Permission Refused,Application Refused,"Land near Bodelith Isaf, Llandderfel, Bala, Gwynedd",Gwynedd,Wales,Wales,LL23 7LA,"299,535","339,290",Gwynedd Council,C14/0291/04/LL,,,,,,09/04/2014,,19/10/2015,,,,,,,,,,,
C1915,4312,02/12/2016,E.On / Eurus (TPG Wind),Rhyd-y-Groes Wind Farm - repowering,Wind Onshore,9.9,n/a,,,,0.9,11,79,n/a,Planning Permission Granted,Awaiting Construction,"near Amlwch, Anglesey",Gwynedd,Wales,Wales,,"240,467","392,683",Isle of Anglesey County Council,20C102L/EIA/RE,,,,,,12/04/2015,,,,,,,21/10/2016,,,,,,
B1479,4343,05/02/2016,Gareth Morgan,Blaenffos Wind Turbines,Wind Onshore,1,n/a,,,,0.5,2,,n/a,Appeal Lodged,Application Refused,"LAND AT BLAENFFOS, NEWCASTLE EMLYN, SA38 9JD",Dyfed,Wales,Wales,,"231,744","238,006",Carmarthenshire County Council,W/30455,APP/M6825/A/15/3139520,,,,,09/07/2014,,08/06/2015,13/10/2015,,,,,,,,,,
B0896,4377,01/06/2017,Njord Energy Ltd,Hendy Wind Farm,Wind Onshore,14.4,n/a,,,,2.5,7,,n/a,Planning Permission Refused,Application Refused,Hendy,Powys,Wales,Wales,,"313,083","260,357",Powys County Council,P/2014/0672,,,,,,14/07/2014,,18/05/2017,,,,,,,,,,,
B1478,4398,07/05/2015,ReSence,Lygan Uchaf Farm Wind Turbine,Wind Onshore,1.3,n/a,,,,1.3,1,,n/a,Planning Permission Refused,Application Refused,"Lygan Uchaf Farm, Wern Road, Rhosesmor, Mold CH7 6PY",Clwyd,Wales,Wales,,"319,938","368,144",Flintshire County Council,52344,,,,,,07/07/2014,,13/04/2015,,,,,,,,,,,
C3004,4402,01/11/2016,Mynydd y Gwynt Ltd,Mynydd y Gwynt Wind Farm - Revised,Wind Onshore,89.1,n/a,,,,3.3,27,,n/a,Planning Permission Refused,Application Refused,"Mynydd y Gwynt, Lllangurig, Llanidloes, Powys",Powys,Wales,Wales,,"283,850","284,250",The Planning Inspectorate - National Infrastructure,n/a,,,,,,20/08/2014,,23/11/2015,,,,,,,,,,,
C2978,4409,03/05/2017,Pennant Walters (PYWX),Pant y wal extension,Wind Onshore,20,n/a,,,,2.5,8,125,n/a,Under Construction,Under Construction,"Mynydd Maesteg, Mynydd Pwlle yr Helog, Ogmore Vale, Rhondda Valley",Mid Glamorgan,Wales,Wales,,"294,649","188,695",Bridgend County Borough Council,P/14/293/FUL,,,,,,30/04/2014,,,,,,,02/04/2015,,,,,14/03/2016,
B0329,4412,21/07/2017,REG Windpower/ BlackRock,Pen Bryn Oer Wind Farm,Wind Onshore,4,n/a,,,,1.33,3,,n/a,Under Construction,Under Construction,"Pen Bryn Oer, Merthyr Road, Rhymney",Mid Glamorgan,Wales,Wales,,"312,065","209,235",Caerphilly County Borough Council,13/0483/FULL,APP/K6920/A/14/2221852,,,,,28/06/2013,,10/08/2014,08/07/2014,,,06/08/2015,06/08/2015,,,,06/08/2018,15/01/2017,
C1235,4483,19/05/2017,Wind Energy Direct,Lawrence Landfill,Wind Onshore,1.6,n/a,,,,0.8,2,,n/a,Operational,Operational,"Lawrence Landfill, Pope Hill, Johnston, Haverfordwest, Dyfed, SA62 3NX",Dyfed,Wales,Wales,,"193,075","212,682",Pembrokeshire County Council,12/1206/PA,,,,,,12/04/2013,,10/03/2014,,,,26/08/2014,26/08/2014,,,,,15/08/2016,15/03/2017
C1410,4485,21/06/2017,Pennant Walters (MAESX) Limited,Maesgwyn Wind Farm - extension,Wind Onshore,2.5,n/a,,,,2.5,1,,n/a,Operational,Operational,Maesgwyn Wind Farm Between Onllwyn & Glynneath,West Glamorgan,Wales,Wales,,"286,568","205,930",Neath Port Talbot County Borough Council,P2014/0733,,,,,,15/08/2014,,,,,,,17/12/2015,,,,17/12/2020,21/01/2016,29/03/2016
C3302,4496,02/12/2015,Infinite Renewables - Andrew Crossman,Malthouse Farm,Wind Onshore,1.5,n/a,,,,1.5,1,,n/a,Planning Application Withdrawn,Application Withdrawn,"Malthouse Farm, Heol Las, Llantrisant, Pontyclun, Mid Glamorgan",Mid Glamorgan,Wales,Wales,CF72 8EG,"303,640","185,362",Rhondda Cynon Taff County Borough Council,14/0913/10,,,,,,09/07/2014,04/11/2015,,,,,,,,,,,,
EN00400,4539,05/10/2015,Wind Ventures (Acciona Energy),Hirfynydd,Wind Onshore,18,n/a,,,,2,9,,n/a,Appeal Refused,Application Refused,Farmland to the East of Crynant and Seven Sisters adjoining forestry at Hirfynydd,West Glamorgan,Wales,Wales,,"281,375","205,945",Neath Port Talbot County Borough Council,P2008/0024,APP/Y6930/A/13/2209942,,,,,17/01/2008,,12/11/2013,20/01/2014,,04/09/2015,,,,,,,,
A0231,4546,18/09/2014,Pennant Walters,Esgair Cwmowen,Wind Onshore,51,n/a,,,,3,17,,n/a,Planning Application Withdrawn,Application Withdrawn,"Cwnowen, Carno, Powys",Powys,Wales,Wales,,"298,818","299,545",DECC (S36),n/a,,,,,,,18/09/2014,,,,,,,,,,,,
A0258,4552,05/07/2017,RWE Innogy UK,Clocaenog Forest Wind Farm,Wind Onshore,96,n/a,,,96,3.6,27,,n/a,Planning Permission Granted,Awaiting Construction,"Clocaenog forest, Ruthin, Clwyd",Clwyd,Wales,Wales,LL15,"300,324","353,682",The Planning Inspectorate - National Infrastructure,n/a,,,,,,23/04/2013,,,,,,,12/09/2014,,,,12/09/2019,,
A0007,4570,16/09/2014,Chris Thomas,Bryngydfa Wind Farm,Wind Onshore,36,n/a,,,,3,12,,n/a,Planning Application Submitted,Application Submitted,"Felindre (Northern Area SO135809, South Knighton) Powys LD7 1Y",Powys,Wales,Wales,,"313,500","280,900",Powys County Council,P/2009/0384,,,,,,03/04/2009,,,,,,,,,,,,,
AA763,4571,04/07/2017,Amegni Renewables Ltd,Carno 3,Wind Onshore,45,n/a,,,,2.5,18,,n/a,Planning Permission Granted,Awaiting Construction,"Carno, Powys, SY17 5JS",Powys,Wales,Wales,,"294,433","297,106",Powys County Council,P/2010/0762,,,,,,15/07/2010,,,,,,,26/05/2017,,,,,,
A0232,4595,17/05/2017,Vattenfall (previously Nuon Renewables),Pen Y Cymoedd,Wind Onshore,228,n/a,,,,3,76,,n/a,Operational,Operational,Land stretches from the Upper Afan Valley to end of Cynon Valley.,Neath Port Talbot,Wales,Wales,,"282,793","196,557",DECC (S36),n/a,,,,,,19/11/2009,,,,,,,08/05/2012,,,,,06/02/2014,19/05/2017
AA476,4644,18/05/2017,John Laing ,Llynfi Afan Renewable Energy Park,Wind Onshore,6,n/a,,,,2,3,,n/a,Under Construction,Under Construction,"Mynydd Y Gelli, Port Talbot, Bridgend",Neath Port Talbot,Wales,Wales,,"288,368","195,006",Bridgend County Borough Council,P/10/844/FUL ,,,,,,15/11/2010,,,,,,,18/07/2013,,,,,27/05/2016,
